31,0,5,150.0,2,NaN,400,23/02/2023,sale,apartment | entire property | stately property class,9 floors,libero,idromassaggiocancello elettricofibra otticavideocitofonoimpianto di allarmeporta blindataarmadio a murobalconeterrazzaportiere intera giornataimpianto tv centralizzatoparzialmente arredatocantinagiardino comuneinfissi esterni in doppio vetro / pvcesposizione doppia,960000.0,2007.0,very good / refurbished,system preparation,d120 kwh/m² year,milano,plebisciti - susa,1 in garage/box,NaN,NaN,NaN,NaN,NaN,NaN,1,3,autonomous,to radiators,methane powered,system preparation,NaN,nan
32,0,5+,537.0,3+,NaN,NaN,18/11/2022,sale,palace - building | stately property class,4 floors,libero,esposizione internaimpianto di allarme1 balconeinfissi esterni in doppio vetro / legno,1900000.0,1880.0,good / habitable,"autonomous, cold/heat",g223.6 kwh/m² year,milano,niguarda,2 all'esterno,NaN,NaN,NaN,residenziale,NaN,NaN,0,4,autonomous,to radiators,gas powered,autonomous, cold/hot,nan
33,0,5+,315.0,3,S,300,20/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,fibra otticaporta blindataesposizione internaarmadio a muroportiere intera giornataimpianto tv centralizzatoinfissi esterni in doppio vetro / pvc,760000.0,1960.0,very good / refurbished,system preparation,g≥ 175 kwh/m² year,milano,morgagni,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,S,centralized,to radiators,methane powered,system preparation,NaN,nan
34,0,5,180.0,2,1,300,22/02/2023,sale,apartment | entire property | stately property class,2 floors,libero,fibra otticavideocitofonoporta blindataterrazzaimpianto tv centralizzatoinfissi esterni in doppio vetro / pvcesposizione doppia,640000.0,1935.0,good / habitable,"autonomous, cold",d58.09 kwh/m² year,milano,ghisolfa - mac mahon,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,centralized,to radiators,gas powered,autonomous, cold,nan
35,0,3,95.0,1,5,250,23/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,mansardafibra otticavideocitofonobalconeterrazzaimpianto tv centralizzatoinfissi esterni in doppio vetro / legnoesposizione doppia,680000.0,1929.0,to be restructured,NaN,g175 kwh/m² year,milano,plebisciti - susa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,centralized,to radiators,methane powered,NaN,NaN,nan
36,0,3,70.0,1,1,170,20/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,cancello elettricofibra otticavideocitofonoporta blindatabalconeimpianto tv centralizzatocantinainfissi esterni in triplo vetro / pvcesposizione doppia,370000.0,1960.0,new / under construction,"autonomous, cold/heat",b≥ 175 kwh/m² year,milano,san siro,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,centralized,On the floor,methane powered,autonomous, cold/hot,nan
37,0,1,45.0,1,4,100,16/12/2022,sale,apartment | entire property | stately property class,4 floors,libero,porta blindataesposizione internaarmadio a murobalconeimpianto tv centralizzatoparzialmente arredatoinfissi esterni in doppio vetro / pvc,285000.0,1920.0,good / habitable,"autonomous, cold/heat",g≥ 175 kwh/m² year,milano,sempione,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,autonomous,to radiators,methane powered,autonomous, cold/hot,nan
38,0,5,250.0,3,5,500,11/11/2022,sale,apartment | entire property | stately property class,5 floors,libero,fibra otticaimpianto di allarmeporta blindatabalconeterrazzaportiere mezza giornataimpianto tv centralizzatoparzialmente arredatocantinainfissi esterni in doppio vetro / legnoesposizione doppia,2250000.0,1950.0,very good / refurbished,"autonomous, cold/heat",g153.91 kwh/m² year,milano,piave - tricolore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,centralized,to radiators,gas powered,autonomous, cold/hot,nan
39,0,2,75.0,1,4,200,30/01/2023,sale,apartment | entire property | stately property class,4 floors,libero,fibra otticaporta blindataesposizione internabalconeimpianto tv centralizzatoparzialmente arredatocantinainfissi esterni in doppio vetro / pvc,359000.0,1930.0,very good / refurbished,"autonomous, cold",f164.7 kwh/m² year,milano,città studi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,centralized,to radiators,methane powered,autonomous, cold,nan
40,0,3 - 4,91.0,3,NaN,NaN,24/11/2022,sale,project,7 floors,NaN,parcheggio bicigiardino comuneinfissi esterni in doppio vetro / metallo,NaN,NaN,NaN,"centralized, cold/heat",a≥ 175 kwh/m² year,milano,giambellino,17 in garage/box,NaN,16.0,01/10/2022 - 31/03/2025,NaN,NaN,NaN,0,NaN,centralized,On the floor,powered by heat pump,centralized, cold/hot,nan
